Title,US Gross,US Gross Normz,Worldwide Gross,Worldwide Gross Normz,US DVD Sales,US DVD Sales Normz,MPAA Rating,MPAA Rating Quant,MPAA Rating Normz,Running Time (min),Running Time Normz,Distributor,Distributor Quant,Distributro Normz,Source, Source Quant,Source Normz,Major Genre,Major Genre Quant,Major Genre Normz,Rotten Tomatoes Rating,RT Rating Normz,IMDB Rating,IMDB Rating Normz,IMDB Votes,IMDB Votes Normz
Showtime,37948765,0.049921045,78948765,0.028522922,0,0,PG-13,6,0.714285714,95,0.278409091,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Comedy,4,0.25,24,0.232323232,5.3,0.5,22128,0.042591441
From Russia With Love,24800000,0.032623844,78900000,0.028505304,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,54,0.535353535,7.5,0.782051282,32541,0.062634133
Apocalypse Now,78800000,0.103660845,78800000,0.028469176,3479242,0.009867893,R,7,0.857142857,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Action,1,0,98,0.97979798,8.6,0.923076923,173141,0.333257625
Edge of Darkness,43313890,0.056978867,78739628,0.028447364,12665512,0.035922169,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Based on TV,11,0.555555556,Drama,7,0.5,55,0.545454545,6.7,0.679487179,24174,0.046529533
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813,0.103472482,78656813,0.028417444,0,0,,8,1,108,0.352272727,New Line,86,0.527950311,Based on Comic/Graphic Novel,2,0.055555556,Adventure,2,0.083333333,54,0.535353535,5.3,0.5,12742,0.024525495
Collateral Damage,40048332,0.052683025,78353508,0.028307864,0,0,R,7,0.857142857,109,0.357954545,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Action,1,0,54,0.535353535,5.2,0.487179487,24358,0.046883692
The Terminator,38019031,0.050013479,78019031,0.028187022,0,0,,8,1,108,0.352272727,Orion Pictures,91,0.559006211,Original Screenplay,15,0.777777778,Action,1,0,100,1,8.1,0.858974359,179606,0.345701302
Fame,22455510,0.029539667,77956957,0.028164596,4950732,0.014041361,PG,5,0.571428571,108,0.352272727,MGM,80,0.49068323,Remake,16,0.833333333,Musical,9,0.666666667,25,0.242424242,4.5,0.397435897,4973,0.009571911
The Ladykillers,39692139,0.052214453,77692139,0.028068921,0,0,R,7,0.857142857,104,0.329545455,Walt Disney Pictures,148,0.913043478,Remake,16,0.833333333,Comedy,4,0.25,54,0.535353535,6.2,0.615384615,39242,0.075532056
Hostage,34636443,0.045563685,77636443,0.028048799,0,0,R,7,0.857142857,108,0.352272727,Miramax,81,0.49689441,Based on Book/Short Story,1,0,Action,1,0,54,0.535353535,7.3,0.756410256,3070,0.005909062
Windtalkers,40914068,0.053821901,77628265,0.028045844,0,0,R,7,0.857142857,134,0.5,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Action,1,0,32,0.313131313,5.8,0.564102564,26421,0.050854504
The Sentinel,36280697,0.047726701,77280697,0.027920273,17497571,0.049626947,PG-13,6,0.714285714,108,0.352272727,20th Century Fox,1,0,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,33,0.323232323,6.1,0.602564103,23567,0.045361194
Money Train,35324232,0.046468471,77224232,0.027899873,0,0,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,17,0.161616162,5.2,0.487179487,13972,0.026892969
Vicky Cristina Barcelona,23213577,0.030536904,77213577,0.027896023,8276490,0.02347394,PG-13,6,0.714285714,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,82,0.818181818,7.4,0.769230769,51760,0.099626401
The Unborn,42670410,0.056132369,77208315,0.027894122,11045109,0.031326351,PG-13,6,0.714285714,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Horror,8,0.583333333,11,0.101010101,4.5,0.397435897,15331,0.029508739
The Back-up Plan,37490007,0.049317548,77090007,0.027851379,7571152,0.021473447,PG-13,6,0.714285714,106,0.340909091,CBS Films,21,0.124223602,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,20,0.191919192,4.4,0.384615385,6981,0.013436861
Barbershop,75781642,0.099690195,77081642,0.027848357,0,0,PG-13,6,0.714285714,103,0.323863636,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,82,0.818181818,6.2,0.615384615,11164,0.021488198
Revolutionary Road,22911480,0.030139496,76989671,0.027815129,7642600,0.021676089,R,7,0.857142857,108,0.352272727,Paramount Vantage,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,68,0.676767677,7.6,0.794871795,45887,0.088322192
Righteous Kill,40081410,0.052726539,76781410,0.027739887,16209689,0.045974232,R,7,0.857142857,100,0.306818182,Overture Films,93,0.571428571,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,20,0.191919192,6,0.58974359,34641,0.066676162
Coach Carter,67264877,0.08848639,76669806,0.027699567,0,0,PG-13,6,0.714285714,136,0.511363636,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Drama,7,0.5,65,0.646464646,7.1,0.730769231,23526,0.045282278
The Number 23,35193167,0.046296055,76593167,0.027671878,27576238,0.078212257,R,7,0.857142857,95,0.278409091,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,8,0.070707071,6.2,0.615384615,59174,0.11389669
Bend it Like Beckham,32543449,0.042810351,76583333,0.027668325,0,0,PG-13,6,0.714285714,112,0.375,Fox Searchlight,45,0.273291925,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.9,0.705128205,41052,0.079015901
Home on the Range,50026353,0.065809112,76482461,0.027631881,0,0,PG,5,0.571428571,94,0.272727273,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,5.4,0.512820513,4772,0.009185031
Stealth,32116746,0.042249023,76416746,0.02760814,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,13,0.121212121,4.8,0.435897436,21664,0.041698345
United 93,31567134,0.041526009,76366864,0.027590118,17832230,0.050576114,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Based on Real Life Events,8,0.388888889,Drama,7,0.5,91,0.909090909,7.8,0.820512821,46691,0.089869712
Stomp the Yard,61356221,0.080713553,76356221,0.027586273,33252252,0.094310677,PG-13,6,0.714285714,113,0.380681818,Sony/Screen Gems,124,0.763975155,Original Screenplay,15,0.777777778,Drama,7,0.5,26,0.252525253,4.3,0.371794872,13737,0.026440647
The Untouchables,76270454,0.100333227,76270454,0.027555286,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Action,1,0,81,0.808080808,8,0.846153846,86097,0.165717431
Kick-Ass,48071303,0.063237243,76252166,0.027548679,18666874,0.052943347,R,7,0.857142857,108,0.352272727,Lionsgate,72,0.440993789,Based on Comic/Graphic Novel,2,0.055555556,Action,1,0,75,0.747474747,8.1,0.858974359,86990,0.167436256
Tin Cup,53854588,0.070845155,75854588,0.02740504,0,0,R,7,0.857142857,105,0.335227273,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,69,0.686868687,6.1,0.602564103,17274,0.033248579
The Last Song,62950384,0.082810675,75850384,0.027403521,20035017,0.056823701,PG,5,0.571428571,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Drama,7,0.5,19,0.181818182,3.9,0.320512821,7210,0.013877634
Cruel Intentions,38230075,0.050291108,75803716,0.02738666,0,0,R,7,0.857142857,95,0.278409091,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,47,0.464646465,6.7,0.679487179,66861,0.128692442
Dreamcatcher,33685268,0.044312414,75685268,0.027343867,0,0,R,7,0.857142857,136,0.511363636,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Drama,7,0.5,30,0.292929293,5.3,0.5,34141,0.065713774
Man cheng jin dai huang jin jia,6566773,0.008638034,75566773,0.027301056,10581873,0.030012512,R,7,0.857142857,113,0.380681818,Sony Pictures Classics,122,0.751552795,Based on Play,7,0.333333333,Action,1,0,54,0.535353535,7,0.717948718,17975,0.034597847
Jackass: The Movie,64282312,0.084562826,75466905,0.027264975,0,0,R,7,0.857142857,92,0.261363636,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,27454,0.052842798
The Horse Whisperer,75383563,0.099166522,75383563,0.027234865,0,0,PG-13,6,0.714285714,168,0.693181818,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Drama,7,0.5,71,0.707070707,6.3,0.628205128,15831,0.030471127
Serendipity,50255310,0.066110305,75294136,0.027202556,0,0,PG-13,6,0.714285714,91,0.255681818,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,58,0.575757576,6.6,0.666666667,32014,0.061619776
Das Leben der Anderen,11284657,0.01484441,75284657,0.027199132,4225830,0.01198538,R,7,0.857142857,108,0.352272727,Sony Pictures Classics,122,0.751552795,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,8.5,0.91025641,75070,0.144492927
30 Days of Night,39568996,0.052052458,75066323,0.027120251,26908243,0.076317676,R,7,0.857142857,108,0.352272727,Sony Pictures,121,0.745341615,Based on Comic/Graphic Novel,2,0.055555556,Horror,8,0.583333333,49,0.484848485,6.6,0.666666667,52518,0.101085381
The Prince of Tides,74787599,0.098382531,74787599,0.027019552,0,0,,8,1,108,0.352272727,Sony/Columbia,123,0.757763975,Based on Book/Short Story,1,0,Drama,7,0.5,74,0.737373737,6.4,0.641025641,6829,0.013144295
War Games,74433837,0.097917157,74433837,0.026891742,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,54,0.535353535,6.4,0.641025641,88,0.00016938
The Core,31111260,0.040926307,74132631,0.026782921,0,0,PG-13,6,0.714285714,133,0.494318182,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Action,1,0,42,0.414141414,5.3,0.5,27375,0.05269074
The Hurricane,50699241,0.066694296,73956241,0.026719194,0,0,R,7,0.857142857,125,0.448863636,Universal,141,0.869565217,Based on Real Life Events,8,0.388888889,Drama,7,0.5,83,0.828282828,7.4,0.769230769,32172,0.061923891
The Divine Secrets of the Ya-Ya Sisterhood,69586544,0.091540543,73826768,0.026672417,0,0,PG-13,6,0.714285714,116,0.397727273,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Comedy,4,0.25,54,0.535353535,6.3,0.628205128,0,0
Life,64062587,0.084273778,73521587,0.026562159,0,0,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,50,0.494949495,5.3,0.5,99,0.000190553
Beetle Juice,73326666,0.096460674,73326666,0.026491737,0,0,,8,1,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,7.3,0.756410256,61197,0.117790511
The Kite Runner,15800078,0.020784446,73222245,0.026454011,6563936,0.018616762,PG-13,6,0.714285714,122,0.431818182,Paramount Vantage,96,0.590062112,Based on Book/Short Story,1,0,Drama,7,0.5,66,0.656565657,7.8,0.820512821,26816,0.051614791
"Dude, Where's My Car?",46729374,0.061471936,73180297,0.026438856,0,0,PG-13,6,0.714285714,83,0.210227273,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Comedy,4,0.25,19,0.181818182,6.3,0.628205128,0,0
Ben-Hur,73000000,0.096030945,73000000,0.026373717,0,0,,8,1,108,0.352272727,MGM,80,0.49068323,Based on Book/Short Story,1,0,Adventure,2,0.083333333,91,0.909090909,8.2,0.871794872,58510,0.112618638
Oceans,19422319,0.025549505,72965951,0.026361416,0,0,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Real Life Events,8,0.388888889,Documentary,6,0.416666667,54,0.535353535,7.6,0.794871795,1429,0.002750505
The Other Boleyn Girl,26814957,0.03527452,72944278,0.026353586,8245298,0.023385473,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Drama,7,0.5,41,0.404040404,6.7,0.679487179,26198,0.050425279
Lady in the Water,42285169,0.055625584,72785169,0.026296102,12440849,0.035284975,PG-13,6,0.714285714,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Drama,7,0.5,24,0.232323232,5.8,0.564102564,47535,0.091494223
Jackie Brown,39673162,0.052189489,72673162,0.026255635,0,0,R,7,0.857142857,154,0.613636364,Miramax,81,0.49689441,Based on Book/Short Story,1,0,Drama,7,0.5,85,0.848484848,7.6,0.794871795,84068,0.161812061
Urban Legend,38116707,0.050141972,72571864,0.026219038,0,0,R,7,0.857142857,100,0.306818182,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Horror,8,0.583333333,21,0.202020202,5.2,0.487179487,19113,0.036788242
Death Race,36316032,0.047773184,72516819,0.026199151,24667330,0.069961956,R,7,0.857142857,105,0.335227273,Universal,141,0.869565217,Remake,16,0.833333333,Action,1,0,41,0.404040404,6.6,0.666666667,40611,0.078167074
The Last of the Mohicans,72455275,0.095314359,72455275,0.026176916,0,0,,8,1,108,0.352272727,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,97,0.96969697,7.8,0.820512821,45410,0.087404074
Holes,67383924,0.088642997,72383924,0.026151138,0,0,PG,5,0.571428571,117,0.403409091,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Drama,7,0.5,77,0.767676768,7.1,0.730769231,19388,0.037317555
"Yours, Mine and Ours",53359917,0.070194415,72359917,0.026142464,26979166,0.07651883,PG,5,0.571428571,90,0.25,Paramount Pictures,96,0.590062112,Remake,16,0.833333333,Comedy,4,0.25,54,0.535353535,7.6,0.794871795,259,0.000498517
Around the World in 80 Days,24004159,0.031576915,72004159,0.026013934,0,0,PG,5,0.571428571,120,0.420454545,Walt Disney Pictures,148,0.913043478,Remake,16,0.833333333,Adventure,2,0.083333333,30,0.292929293,5.6,0.538461538,21516,0.041413478
My Fair Lady,72000000,0.094715445,72000000,0.026012431,0,0,,8,1,108,0.352272727,,162,1,Based on Musical/Opera,6,0.277777778,Musical,9,0.666666667,94,0.939393939,7.9,0.833333333,28039,0.053968792
Funny People,51855045,0.068214756,71880305,0.025969187,13721109,0.038916073,R,7,0.857142857,108,0.352272727,Universal,141,0.869565217,Original Screenplay,15,0.777777778,Comedy,4,0.25,67,0.666666667,6.8,0.692307692,37791,0.072739206
Small Soldiers,55143823,0.072541144,71743823,0.025919878,0,0,PG-13,6,0.714285714,110,0.363636364,Dreamworks SKG,30,0.180124224,Original Screenplay,15,0.777777778,Comedy,4,0.25,46,0.454545455,5.9,0.576923077,20571,0.039594565
Rules of Engagement,61322858,0.080669664,71719931,0.025911247,0,0,R,7,0.857142857,127,0.460227273,Paramount Pictures,96,0.590062112,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,37,0.363636364,6.2,0.615384615,18462,0.035535213
Bandits,41523271,0.054623307,71523271,0.025840196,0,0,PG-13,6,0.714285714,123,0.4375,MGM,80,0.49068323,Original Screenplay,15,0.777777778,Comedy,4,0.25,63,0.626262626,6.5,0.653846154,30732,0.059152213
What Dreams May Come,55485043,0.072990019,71485043,0.025826385,0,0,PG-13,6,0.714285714,113,0.380681818,Polygram,99,0.608695652,Based on Book/Short Story,1,0,Drama,7,0.5,55,0.545454545,6.6,0.666666667,30486,0.058678718
The Royal Tenenbaums,52353636,0.068870653,71430876,0.025806815,0,0,R,7,0.857142857,110,0.363636364,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Black Comedy,3,0.166666667,79,0.787878788,7.6,0.794871795,82349,0.158503371
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65281781,0.085877628,71281781,0.025752949,18154740,0.051490823,G,1,0,108,0.352272727,Walt Disney Pictures,148,0.913043478,Based on Real Life Events,8,0.388888889,Concert/Performance,5,0.333333333,71,0.707070707,6.3,0.628205128,0,0
Shanghai Noon,56932305,0.074893892,71189835,0.02571973,0,0,PG-13,6,0.714285714,110,0.363636364,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Western,12,0.916666667,78,0.777777778,6.6,0.666666667,32446,0.062451279
Down to Earth,64172251,0.084418041,71172251,0.025713377,0,0,PG-13,6,0.714285714,87,0.232954545,Paramount Pictures,96,0.590062112,Remake,16,0.833333333,Comedy,4,0.25,19,0.181818182,5,0.461538462,9193,0.017694465
XXX: State of the Union,26873932,0.035352102,71073932,0.025677856,0,0,PG-13,6,0.714285714,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Action,1,0,54,0.535353535,4.1,0.346153846,19527,0.037585099
Kate and Leopold,47095453,0.061953513,70937778,0.025628666,0,0,PG-13,6,0.714285714,118,0.409090909,Miramax,81,0.49689441,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,54,0.535353535,6.2,0.615384615,23600,0.045424711
Groundhog Day,70906973,0.093277568,70906973,0.025617536,0,0,PG,5,0.571428571,108,0.352272727,Sony/Columbia,123,0.757763975,Original Screenplay,15,0.777777778,Comedy,4,0.25,96,0.95959596,8.2,0.871794872,134964,0.259775456
Shallow Hal,70836296,0.093184592,70836296,0.025592002,0,0,PG-13,6,0.714285714,113,0.380681818,20th Century Fox,1,0,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,50,0.494949495,6,0.58974359,35878,0.06905711
License to Wed,43799818,0.057618105,70799818,0.025578823,22782913,0.064617336,PG,5,0.571428571,90,0.25,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Romantic Comedy,10,0.75,7,0.060606061,5.1,0.474358974,15422,0.029683894
Anacondas: The Hunt for the Blood Orchid,31526393,0.041472414,70326393,0.025407781,0,0,PG-13,6,0.714285714,97,0.289772727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,4.3,0.371794872,9565,0.018410482
The House Bunny,48237389,0.06345573,70237389,0.025375625,15442818,0.043799217,PG-13,6,0.714285714,98,0.295454545,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,39,0.383838384,5.5,0.525641026,18964,0.03650145
Babylon A.D.,22532572,0.029641042,70216497,0.025368077,16787309,0.047612489,PG-13,6,0.714285714,100,0.306818182,20th Century Fox,1,0,Based on Book/Short Story,1,0,Action,1,0,7,0.060606061,5.3,0.5,27189,0.052332732
Star Trek V: The Final Frontier,52210049,0.068681764,70200000,0.025362117,0,0,,8,1,108,0.352272727,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Action,1,0,54,0.535353535,5,0.461538462,20600,0.039650384
Curious George,58640119,0.077140521,70114174,0.025331109,47809786,0.135599035,G,1,0,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Comedy,4,0.25,69,0.686868687,6.7,0.679487179,5393,0.010380316
A Cinderella Story,51438175,0.067666364,70067909,0.025314394,0,0,PG,5,0.571428571,95,0.278409091,Warner Bros.,150,0.925465839,Traditional/Legend/Fairytale,18,0.944444444,Romantic Comedy,10,0.75,10,0.090909091,5.4,0.512820513,14904,0.02868686
House of Wax,32064800,0.042180688,70064800,0.025313271,0,0,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Remake,16,0.833333333,Horror,8,0.583333333,25,0.242424242,5.4,0.512820513,32159,0.061898868
Born on the Fourth of July,70001698,0.092086678,70001698,0.025290473,0,0,,8,1,108,0.352272727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Drama,7,0.5,89,0.888888889,7.2,0.743589744,32108,0.061800705
Halloween,47000000,0.061827944,70000000,0.02528986,0,0,,8,1,108,0.352272727,,162,1,,19,1,Horror,8,0.583333333,93,0.929292929,6,0.58974359,39866,0.076733116
Lawrence of Arabia,37495385,0.049324623,69995385,0.025288192,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,Based on Book/Short Story,1,0,Adventure,2,0.083333333,98,0.97979798,8.6,0.923076923,79421,0.152867627
Tae Guik Gi: The Brotherhood of War,1110186,0.001459893,69826708,0.025227252,0,0,R,7,0.857142857,108,0.352272727,IDP Distribution,59,0.360248447,Original Screenplay,15,0.777777778,Drama,7,0.5,54,0.535353535,6.3,0.628205128,0,0
3:10 to Yuma,53606916,0.070519342,69791889,0.025214672,51359371,0.145666436,R,7,0.857142857,117,0.403409091,Lionsgate,72,0.440993789,Remake,16,0.833333333,Western,12,0.916666667,89,0.888888889,7.9,0.833333333,98355,0.189311334
The Kid,69688384,0.091674514,69688384,0.025177277,0,0,PG,5,0.571428571,104,0.329545455,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Comedy,4,0.25,49,0.484848485,5.9,0.576923077,14927,0.02873113
The Hills Have Eyes,41778863,0.054959539,69623713,0.025153913,20576805,0.05836033,R,7,0.857142857,108,0.352272727,Fox Searchlight,45,0.273291925,Remake,16,0.833333333,Horror,8,0.583333333,49,0.484848485,6.5,0.653846154,43747,0.084203172
Land of the Lost,49438370,0.06503562,69548641,0.02512679,18953806,0.053757149,PG-13,6,0.714285714,101,0.3125,Universal,141,0.869565217,Based on TV,11,0.555555556,Comedy,4,0.25,26,0.252525253,5.3,0.5,16830,0.032393979
Children of Men,35552383,0.046768604,69450202,0.025091225,25345271,0.071884745,R,7,0.857142857,114,0.386363636,Universal,141,0.869565217,Based on Book/Short Story,1,0,Thriller/Suspense,11,0.833333333,93,0.929292929,8.1,0.858974359,158125,0.30435519
The Adventures of Sharkboy and Lavagirl in 3-D,39177684,0.051537688,69425966,0.025082469,0,0,PG,5,0.571428571,108,0.352272727,Miramax/Dimension,82,0.50310559,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,20,0.191919192,3.6,0.282051282,5619,0.010815316
Bad Company,30157016,0.039670999,69157016,0.024985301,0,0,PG-13,6,0.714285714,117,0.403409091,Walt Disney Pictures,148,0.913043478,Original Screenplay,15,0.777777778,Action,1,0,10,0.090909091,5.3,0.5,17901,0.034455414
Babe: Pig in the City,18319860,0.02409922,69131860,0.024976213,0,0,G,1,0,75,0.164772727,Universal,141,0.869565217,Based on Book/Short Story,1,0,Adventure,2,0.083333333,61,0.606060606,6.1,0.602564103,9918,0.019089927
Letters from Iwo Jima,13756082,0.01809557,68756082,0.02484045,13625847,0.038645889,R,7,0.857142857,141,0.539772727,Warner Bros.,150,0.925465839,Based on Real Life Events,8,0.388888889,Drama,7,0.5,91,0.909090909,8.1,0.858974359,56872,0.109465855
2001: A Space Odyssey,56700000,0.074588295,68700000,0.024820188,0,0,,8,1,108,0.352272727,,162,1,Original Screenplay,15,0.777777778,,13,1,96,0.95959596,8.4,0.897435897,160342,0.308622419
The Grudge 2,39143839,0.051493164,68643839,0.024799898,8293678,0.023522689,PG-13,6,0.714285714,102,0.318181818,Sony Pictures,121,0.745341615,Remake,16,0.833333333,Horror,8,0.583333333,10,0.090909091,4.6,0.41025641,16024,0.030842609
Thirteen Ghosts,41867960,0.055076746,68467960,0.024736355,0,0,R,7,0.857142857,91,0.255681818,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Horror,8,0.583333333,54,0.535353535,5.1,0.474358974,23243,0.044737566
Pokemon 3: The Movie,17052128,0.022431518,68452128,0.024730635,0,0,G,1,0,108,0.352272727,Warner Bros.,150,0.925465839,Based on TV,11,0.555555556,Adventure,2,0.083333333,23,0.222222222,3.5,0.269230769,2577,0.004960148
The X-Files: I Want to Believe,20982478,0.027601894,68369434,0.024700759,16034958,0.045478656,PG-13,6,0.714285714,104,0.329545455,20th Century Fox,1,0,Based on TV,11,0.555555556,Action,1,0,54,0.535353535,5.9,0.576923077,35433,0.068200585
Ghost Ship,30113491,0.039613741,68349884,0.024693696,0,0,R,7,0.857142857,91,0.255681818,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Horror,8,0.583333333,13,0.121212121,5.3,0.5,25891,0.049834373
Practical Magic,46850558,0.061631353,68336997,0.02468904,0,0,PG-13,6,0.714285714,105,0.335227273,Warner Bros.,150,0.925465839,Based on Book/Short Story,1,0,Comedy,4,0.25,21,0.202020202,5.5,0.525641026,20196,0.038872774
Letters to Juliet,53032453,0.069763636,68332453,0.024687399,0,0,PG,5,0.571428571,108,0.352272727,Summit Entertainment,128,0.788819876,Based on Factual Book/Article,3,0.111111111,Drama,7,0.5,42,0.414141414,6.3,0.628205128,4576,0.008807775
Open Range,58328680,0.076730823,68293719,0.024673404,0,0,R,7,0.857142857,139,0.528409091,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Western,12,0.916666667,79,0.787878788,7.5,0.782051282,26438,0.050887225
Star Wars: The Clone Wars,35161554,0.046254468,68161554,0.024625655,22831563,0.064755318,PG,5,0.571428571,98,0.295454545,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Adventure,2,0.083333333,19,0.181818182,5.4,0.512820513,17513,0.0337086
Frequency,44983704,0.059175507,68079671,0.024596072,0,0,PG-13,6,0.714285714,118,0.409090909,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Drama,7,0.5,69,0.686868687,7.3,0.756410256,35968,0.06923034
Outbreak,67823573,0.089221355,67823573,0.024503547,0,0,R,7,0.857142857,108,0.352272727,Warner Bros.,150,0.925465839,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,59,0.585858586,6.4,0.641025641,33192,0.063887162
Austin Powers: International Man of Mystery,53883989,0.070883832,67683989,0.024453118,0,0,PG-13,6,0.714285714,89,0.244318182,New Line,86,0.527950311,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,7.1,0.730769231,74487,0.143370783
The Men Who Stare at Goats,32428195,0.042658735,67348218,0.024331808,8155901,0.023131923,R,7,0.857142857,93,0.267045455,Overture Films,93,0.571428571,Based on Book/Short Story,1,0,Black Comedy,3,0.166666667,53,0.525252525,6.4,0.641025641,33763,0.064986209
Star Trek: Nemesis,43254409,0.056900619,67312826,0.024319022,0,0,PG-13,6,0.714285714,117,0.403409091,Paramount Pictures,96,0.590062112,Based on TV,11,0.555555556,Adventure,2,0.083333333,54,0.535353535,6.4,0.641025641,28449,0.05475795
Boogeyman,46752382,0.061502203,67192859,0.024275679,0,0,PG-13,6,0.714285714,108,0.352272727,Sony/Screen Gems,124,0.763975155,Original Screenplay,15,0.777777778,Horror,8,0.583333333,13,0.121212121,3.9,0.320512821,13901,0.02675631
When a Stranger Calls,47860214,0.062959556,66966987,0.024194075,13084600,0.037110794,PG-13,6,0.714285714,108,0.352272727,Sony/Screen Gems,124,0.763975155,Remake,16,0.833333333,Horror,8,0.583333333,9,0.080808081,4.7,0.423076923,16505,0.031768426
102 Dalmatians,66941559,0.088061066,66941559,0.024184888,0,0,G,1,0,100,0.306818182,Walt Disney Pictures,148,0.913043478,Based on Book/Short Story,1,0,Comedy,4,0.25,30,0.292929293,4.4,0.384615385,7147,0.013756373
Changing Lanes,66790248,0.087862016,66790248,0.024130222,0,0,R,7,0.857142857,99,0.301136364,Paramount Pictures,96,0.590062112,Original Screenplay,15,0.777777778,Thriller/Suspense,11,0.833333333,77,0.767676768,6.5,0.653846154,29222,0.056245802
Hero,19487173,0.02563482,66787173,0.024129111,0,0,,8,1,108,0.352272727,Sony Pictures,121,0.745341615,Original Screenplay,15,0.777777778,Comedy,4,0.25,54,0.535353535,6.4,0.641025641,323,0.000621703
